ID_Error_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
536,2.59,1.2,1.5,0.64,884.7,48.9,41.0,0.1,aaefca41a50de89281a976ae7ff1c8eca9b4104b,2019-07-16 07:01:53,2019-07-16 07:01:53
537,2.45,1.2,1.64,0.42,883.1,31.7,60.0,0.1,c7d775fbce0d92674f0d0ff3f4df2cdef868684f,2019-07-16 07:01:53,2019-07-16 07:01:53
538,1.91,1.2,1.4,0.24,876.6,27.2,53.0,0.1,e40ffba55f19a9d6f50e3d1d2989ca3c0758110e,2019-07-16 07:01:53,2019-07-16 07:01:53
539,2.72,1.2,1.61,0.39,857.8,39.3,51.0,0.1,787628b1a82bf94e53ac8db9f5a6ac12ef8b6f5d,2019-07-16 07:01:53,2019-07-16 07:01:53
540,2.75,1.2,1.71,0.5,871.1,50.1,35.0,0.1,d4f23de1c749f913075d697076ebcecbc43ba997,2019-07-16 07:01:53,2019-07-16 07:01:53
541,2.41,1.2,1.78,0.52,873.8,39.0,53.0,0.1,0b9167a6bdac507c45f3e811f1cc0cd4becbc581,2019-07-16 07:01:53,2019-07-16 07:01:53
542,1.87,1.2,1.61,0.64,872.9,38.3,61.0,0.1,4e847da14ab2f28da0aa3f07756197dbec6f4d0d,2019-07-16 07:01:53,2019-07-16 07:01:53
543,2.04,1.2,1.73,0.36,869.2,57.6,39.0,0.1,be83fabc92fc05758071f1c2105e11997a11ff1a,2019-07-16 07:01:53,2019-07-16 07:01:53
544,2.0,1.2,1.51,0.83,863.6,45.0,51.0,0.1,a780fce0d4db2bad4ebc5c8158e1dcbaeb982276,2019-07-16 07:01:53,2019-07-16 07:01:53
545,1.95,1.2,1.36,0.27,876.1,26.6,37.0,0.1,ff690bb099391950f2120ef0e38a8d32fe3674f5,2019-07-16 07:01:53,2019-07-16 07:01:53
546,2.51,1.2,1.3,0.75,868.5,37.9,56.0,0.1,3d2c7e82b138c5d8db8c660b6ff3f266060ddfd5,2019-07-16 07:01:53,2019-07-16 07:01:53
547,1.95,1.2,1.31,0.59,876.1,29.4,26.0,0.1,09d57f752baab08944ba77e2b782c0d708683e65,2019-07-16 07:01:53,2019-07-16 07:01:53
548,2.13,1.2,1.6,0.08,869.0,46.2,68.0,0.1,0e3f3563e1a0ccaeadc08a80ca6f7fc0a9011100,2019-07-16 07:01:53,2019-07-16 07:01:53
549,2.08,1.2,1.63,0.65,858.3,59.2,63.0,0.1,b975e1d0246b676dc244647d08c83543226eafce,2019-07-16 07:01:53,2019-07-16 07:01:53
550,2.42,1.2,1.27,0.67,851.9,20.1,59.0,0.1,fb5fab67428af867f61024447e9c60565c5f4265,2019-07-16 07:01:53,2019-07-16 07:01:53
551,1.97,1.2,1.75,0.84,879.6,34.5,18.0,0.1,1d12dd3fa9879760461c8bde87ccd9205734c7c6,2019-07-16 07:01:53,2019-07-16 07:01:53
552,2.61,1.2,1.48,0.89,881.2,31.2,57.0,0.1,bb1f5609f7e03805eade09fa832dcf2802a34063,2019-07-16 07:01:53,2019-07-16 07:01:53
553,1.86,1.2,1.89,0.08,861.8,35.2,45.0,0.1,2e9b816556c1054686698791e3a8736a8b226fe7,2019-07-16 07:01:53,2019-07-16 07:01:53
554,2.35,1.2,1.42,0.78,890.5,40.6,56.0,0.1,22664f6a818c0fadc6e89856120ab13185934174,2019-07-16 07:01:53,2019-07-16 07:01:53
555,2.12,1.2,1.53,0.76,860.8,36.9,61.0,0.1,fa77d13a8e91d584a5d37de631dc12084fac080d,2019-07-16 07:01:53,2019-07-16 07:01:53
556,2.0,1.2,1.95,0.34,868.3,23.8,60.0,0.1,3540c1e9ee8c827ac800f511283ba163c2a25948,2019-07-16 07:01:53,2019-07-16 07:01:53
557,2.43,1.2,1.6,0.68,872.3,18.2,71.0,0.1,d98608e326742a65c3e25e61391ca998d57e924d,2019-07-16 07:01:53,2019-07-16 07:01:53
558,2.06,1.2,1.64,0.56,873.4,21.1,40.0,0.1,2a063ebc8c9066bd94e72bcd6050eb7f049856c6,2019-07-16 07:01:53,2019-07-16 07:01:53
559,2.32,1.2,1.19,0.35,870.8,28.3,62.0,0.1,c95ed731f5cfff09b558f6a30432f2dd958f8a48,2019-07-16 07:01:53,2019-07-16 07:01:53
560,2.2,1.2,1.69,0.41,882.1,19.8,59.0,0.1,d4b0adad866f71ef108258902d1d05546e14450e,2019-07-16 07:01:53,2019-07-16 07:01:53
561,2.49,1.2,1.47,0.52,869.4,38.3,47.0,0.1,a6881b7da60ffd11b124ab75b835f557b95af45c,2019-07-16 07:01:53,2019-07-16 07:01:53
562,2.2,1.2,1.37,0.14,865.3,38.5,70.0,0.1,a5494660439b0ea8dab393422787683de631eb21,2019-07-16 07:01:53,2019-07-16 07:01:53
563,2.77,1.2,1.42,0.13,870.8,17.4,62.0,0.1,f0fcbb7cedca34732bc4ed0325ff03e89f2f0ea8,2019-07-16 07:01:53,2019-07-16 07:01:53
564,2.68,1.2,1.26,0.34,878.6,46.9,33.0,0.1,a8c82effab9a9aa74b6648b891ceffffebebc468,2019-07-16 07:01:53,2019-07-16 07:01:53
565,2.41,1.2,1.3,0.66,873.3,41.3,47.0,0.1,82f83a31ef985dea2d928b5756a59f8e3608f163,2019-07-16 07:01:53,2019-07-16 07:01:53
566,2.52,1.2,1.86,0.89,870.2,57.7,66.0,0.1,9cec3dcc783a08f3939c27ac4ba8bad2eb50e483,2019-07-16 07:01:53,2019-07-16 07:01:53
567,2.75,1.2,1.39,0.96,872.6,75.1,49.0,0.1,d57a48e6b0622d9e72759447df14d1beac53f774,2019-07-16 07:01:53,2019-07-16 07:01:53
568,1.88,1.2,1.4,0.83,860.2,22.5,42.0,0.1,aa24f3832aa09d7f22c66f2ba7fabeea9d550edf,2019-07-16 07:01:53,2019-07-16 07:01:53
569,2.08,1.2,1.74,0.4,882.3,29.2,75.0,0.1,1092dae17589904528148cc9c90e2dc573f63965,2019-07-16 07:01:53,2019-07-16 07:01:53
570,2.17,1.2,1.74,0.11,876.7,43.6,24.0,0.1,57400e2f2420c2a839f9147be39f3799cc80454e,2019-07-16 07:01:53,2019-07-16 07:01:53
571,2.55,1.2,1.19,0.62,885.1,42.6,47.0,0.1,f9b63af3d3edc94513d0cfafbb960107bb03db5a,2019-07-16 07:01:53,2019-07-16 07:01:53
572,2.57,1.2,1.39,0.73,863.1,45.1,18.0,0.1,6db8b14e83b9b85c54d577014d074f2358b898b6,2019-07-16 07:01:53,2019-07-16 07:01:53
573,2.68,1.2,1.62,0.52,862.5,41.1,47.0,0.1,998bdb977543b96cdf1590d803879445ff3b361a,2019-07-16 07:01:53,2019-07-16 07:01:53
574,2.44,1.2,1.29,0.59,867.7,30.1,45.0,0.1,a73217dcfb866b19d75695bdface564d16aa4fe2,2019-07-16 07:01:53,2019-07-16 07:01:53
575,2.22,1.2,1.52,0.73,859.4,40.7,36.0,0.1,b9d2f7e5eb72a7e0aa03fd6c8ae722d8b5c99989,2019-07-16 07:01:53,2019-07-16 07:01:53
576,2.33,1.2,1.56,0.23,855.9,31.0,44.0,0.1,7747a2bc273ab5303a2c1fcd652669e2b22083be,2019-07-16 07:01:53,2019-07-16 07:01:53
577,2.74,1.2,1.29,0.76,875.2,31.2,45.0,0.1,30df328d5c0b7f6ce4b2b6e0ed9b75e31f6d484b,2019-07-16 07:01:53,2019-07-16 07:01:53
578,1.95,1.2,1.41,0.6,853.9,31.9,38.0,0.1,cc261916e9ef71c92bf70655cc6a154591c87b67,2019-07-16 07:01:53,2019-07-16 07:01:53
579,1.93,1.2,1.72,0.88,868.9,49.7,61.0,0.1,aec03cdbfe3b2e60e7add7fb26cf9f6307dde715,2019-07-16 07:01:53,2019-07-16 07:01:53
580,2.6,1.2,1.27,0.71,871.9,35.5,57.0,0.1,e27f5545018625ca59a40cdaaede47d996aab52e,2019-07-16 07:01:53,2019-07-16 07:01:53
581,1.95,1.2,1.68,0.5,862.2,33.4,50.0,0.1,f02ba5c70dcb05393c54fece24631712d07fc3c8,2019-07-16 07:01:53,2019-07-16 07:01:53
582,2.35,1.2,1.63,0.52,874.9,29.4,56.0,0.1,a728801750cf7d1642a2d570b77e726f19c88826,2019-07-16 07:01:53,2019-07-16 07:01:53
583,2.4,1.2,1.96,0.89,869.5,42.4,61.0,0.1,4b63c58c95c5c93f02cd5f5e67ed0fa4614ce6ab,2019-07-16 07:01:53,2019-07-16 07:01:53
584,2.38,1.2,1.15,0.38,874.6,46.6,37.0,0.1,59bc37a01701615edbb9a1a5df9a22ded138a96a,2019-07-16 07:01:53,2019-07-16 07:01:53
585,2.57,1.2,1.22,0.05,863.1,52.3,53.0,0.1,2819e56baf86923f37cc83e3bbc0743f66949944,2019-07-16 07:01:53,2019-07-16 07:01:53
586,2.73,1.2,1.31,0.49,859.9,67.1,44.0,0.1,45f525ac69c98f8a61afe5616b6ae9bd5a7a9707,2019-07-16 07:01:53,2019-07-16 07:01:53
587,2.4,1.2,1.93,0.86,866.4,38.8,51.0,0.1,c286d9cc6d1d32804b6fcc52da8033e4a2b44364,2019-07-16 07:01:53,2019-07-16 07:01:53
588,2.78,1.2,1.7,0.79,880.8,31.2,48.0,0.1,d83a6216ad5a4210013519e60d3a230e6574812e,2019-07-16 07:01:53,2019-07-16 07:01:53
589,2.07,1.2,1.14,0.48,863.6,35.2,53.0,0.1,c8a06d8330288e067dda1872568e68808bd6ca21,2019-07-16 07:01:53,2019-07-16 07:01:53
590,1.9,1.2,1.62,0.56,845.9,34.6,53.0,0.1,514080396490622e455e8bd462a9d361e5dcd0f7,2019-07-16 07:01:53,2019-07-16 07:01:53
591,2.45,1.2,1.53,0.73,881.0,31.6,48.0,0.1,edfc6583ae91436f922a44aa837b2b3c91af9815,2019-07-16 07:01:53,2019-07-16 07:01:53
592,1.95,1.2,1.21,0.85,876.3,34.3,58.0,0.1,671738a0064470c63d06847d073c71d115ca1e10,2019-07-16 07:01:53,2019-07-16 07:01:53
593,1.94,1.2,1.61,0.22,862.9,56.4,60.0,0.1,b4434468620a120e1ac54af8261b0397b2d63c56,2019-07-16 07:01:53,2019-07-16 07:01:53
594,2.74,1.2,1.88,0.52,866.6,40.9,29.0,0.1,1ae3c46c9c5aa7d7aae17d67fcc625f13379db75,2019-07-16 07:01:53,2019-07-16 07:01:53
595,2.69,1.2,1.36,0.3,886.7,39.3,72.0,0.1,bb21616583fe943bd3c14e4214496fcb60cce8fd,2019-07-16 07:01:53,2019-07-16 07:01:53
596,2.12,1.2,1.47,0.02,864.2,48.1,83.0,0.1,4aa676a7a1d64fe77c9b95f1fadb983e8e554149,2019-07-16 07:01:53,2019-07-16 07:01:53
597,2.2,1.2,1.89,0.22,868.1,52.4,14.0,0.1,ac9e09c2c9b94046c07be8f6938dd362666a3c7c,2019-07-16 07:01:53,2019-07-16 07:01:53
598,2.35,1.2,1.37,0.81,877.9,25.4,67.0,0.1,a549b4677b0f57e3771b836c8a3d5af7ddb8e6d9,2019-07-16 07:01:53,2019-07-16 07:01:53
599,2.52,1.2,1.84,0.53,853.6,40.0,52.0,0.1,290a998ffd3d1e48e76ee578bec628d6b62b2781,2019-07-16 07:01:53,2019-07-16 07:01:53
600,2.58,1.2,1.39,0.5,853.8,40.9,77.0,0.1,44a09cf980822d8b8276b998979c70007fde67e4,2019-07-16 07:01:53,2019-07-16 07:01:53
601,2.4,1.2,1.46,0.54,873.4,36.5,63.0,0.1,f849b51b6663e0266a9bdd6e23e99b27b6a982ac,2019-07-16 07:01:53,2019-07-16 07:01:53
602,2.53,1.2,1.3,0.82,866.1,31.3,29.0,0.1,9ece37ebd95eb6ab66cf47bdb34999c92c795ed1,2019-07-16 07:01:53,2019-07-16 07:01:53
603,2.38,1.2,1.54,0.45,867.5,32.0,54.0,0.1,c654f9c8c3d32e0f3d9452c1f82f309bd1108cca,2019-07-16 07:01:53,2019-07-16 07:01:53
604,2.61,1.2,1.52,0.42,879.3,54.9,45.0,0.1,8103c0ef209ed14c956927031ef5898116abaab7,2019-07-16 07:01:53,2019-07-16 07:01:53
605,1.89,1.2,1.7,0.68,858.3,47.4,59.0,0.1,687a9286e8fe12b2cd9db5ce8cb9d5cf6328b9ed,2019-07-16 07:01:53,2019-07-16 07:01:53
606,1.89,1.2,1.64,0.32,859.1,25.5,39.0,0.1,bf6851bb2347d2aa82e23a84bc314d65f74cf0d1,2019-07-16 07:01:53,2019-07-16 07:01:53
607,2.73,1.2,1.38,0.68,870.3,23.7,61.0,0.1,69923fa29582d4fd24ad7612a0cb6da3a762dc51,2019-07-16 07:01:53,2019-07-16 07:01:53
608,1.98,1.2,1.64,0.78,859.3,39.4,72.0,0.1,b3d967cfea11c4ebef06a8074a4e3416fbeb8a5a,2019-07-16 07:01:53,2019-07-16 07:01:53
609,2.13,1.2,1.64,0.54,878.6,19.7,63.0,0.1,4774b39179365e62e96f3d2143007638b26667eb,2019-07-16 07:01:53,2019-07-16 07:01:53
610,2.1,1.2,1.63,0.6,859.6,47.2,49.0,0.1,03c2a36e3e3245a53ccb42033b2e76089cb4e2fc,2019-07-16 07:01:53,2019-07-16 07:01:53
611,2.44,1.2,1.5,0.45,856.1,46.1,59.0,0.1,4b2964df40916972ac3cb38e4b556a49cc1bd8bf,2019-07-16 07:01:53,2019-07-16 07:01:53
612,1.97,1.2,1.52,0.48,878.9,39.5,66.0,0.1,5e338d9a304c72106dc57e39d3db87ccad4c388c,2019-07-16 07:01:53,2019-07-16 07:01:53
613,1.93,1.2,1.48,0.45,868.1,27.9,48.0,0.1,dd784441502aaa44e5a5dacdb766041fb51574eb,2019-07-16 07:01:53,2019-07-16 07:01:53
614,2.07,1.2,1.15,0.25,877.2,40.3,75.0,0.1,1b57945347d92ae52e7f12d09a7bc030d329450e,2019-07-16 07:01:53,2019-07-16 07:01:53
615,2.41,1.2,1.46,0.69,860.2,32.3,39.0,0.1,8f1fa548055736f127f7f5104244a8e33f599f16,2019-07-16 07:01:53,2019-07-16 07:01:53
616,2.18,1.2,1.27,0.87,866.4,26.9,67.0,0.1,24ccb442994999115b90fcd072fd9097706ba43b,2019-07-16 07:01:53,2019-07-16 07:01:53
617,2.12,1.2,1.14,0.38,862.6,24.8,78.0,0.1,b4795d14451956b1829fe48b49754c2b1d7d122a,2019-07-16 07:01:53,2019-07-16 07:01:53
618,2.1,1.2,1.52,0.94,868.5,20.8,55.0,0.1,a448cb963c9c2af7265627259905081c7d3e219b,2019-07-16 07:01:53,2019-07-16 07:01:53
619,2.49,1.2,1.58,0.58,860.8,28.9,57.0,0.1,7d20033e3d8282939846b5503dc1fbc0dc7e226a,2019-07-16 07:01:53,2019-07-16 07:01:53
620,2.37,1.2,1.92,0.74,870.4,52.9,27.0,0.1,2d486b684811493a29ecb0887ca56bbab6971090,2019-07-16 07:01:53,2019-07-16 07:01:53
621,2.07,1.2,1.52,0.54,870.1,65.0,40.0,0.1,3e505e7cec6ce8f8b89d72c7c1f88a14e6172ddd,2019-07-16 07:01:53,2019-07-16 07:01:53
622,1.98,1.2,1.7,0.81,865.6,42.4,63.0,0.1,e24805804f7de5d87f80f855adf115944c3ea1b3,2019-07-16 07:01:53,2019-07-16 07:01:53
623,1.89,1.2,1.4,0.02,864.0,21.7,59.0,0.1,e45c8c8b34a710bb776d9b418280c29e27815264,2019-07-16 07:01:53,2019-07-16 07:01:53
624,1.94,1.2,1.88,0.42,886.4,67.3,48.0,0.1,2a0b3c10000812bba25781f97bc611f031cbd6b2,2019-07-16 07:01:53,2019-07-16 07:01:53
625,1.88,1.2,1.81,0.62,866.3,26.1,51.0,0.1,16d432acd6019e2183508b3c269f1ca62d58b16f,2019-07-16 07:01:53,2019-07-16 07:01:53
626,2.22,1.2,1.21,0.43,892.1,19.7,51.0,0.1,bffe337ccc625d8bfbaa4f711056e667e58ee72f,2019-07-16 07:01:53,2019-07-16 07:01:53
627,2.17,1.2,1.4,0.32,869.5,38.9,48.0,0.1,45b08f46e21e21761dacd56e871014e46cb208f7,2019-07-16 07:01:53,2019-07-16 07:01:53
628,2.36,1.2,1.44,0.28,869.7,45.7,26.0,0.1,f502529e482f9f524f877294ae071ecfde9c6179,2019-07-16 07:01:53,2019-07-16 07:01:53
629,2.48,1.2,1.74,0.36,864.6,27.9,46.0,0.1,57b0a526a05fd6db060c12c14ea829322e0dab92,2019-07-16 07:01:53,2019-07-16 07:01:53
630,2.56,1.2,1.17,0.83,860.7,24.6,48.0,0.1,af593bb3a14b224c7e43ebec56ff1a329c115005,2019-07-16 07:01:53,2019-07-16 07:01:53
631,2.28,1.2,1.51,0.41,873.1,40.7,87.0,0.1,c606061e88a9b0393f70f6b8b17c32c67e110380,2019-07-16 07:01:53,2019-07-16 07:01:53
632,1.96,1.2,1.63,0.81,863.7,22.0,35.0,0.1,2cc75f20d0a1ab35544db42fa8d760e02d228dc4,2019-07-16 07:01:53,2019-07-16 07:01:53
633,2.73,1.2,1.62,0.53,868.3,29.0,51.0,0.1,5db19611197bdb1bba72f102d041b5e0fb5fa061,2019-07-16 07:01:53,2019-07-16 07:01:53
634,2.12,1.2,1.69,0.63,857.5,26.5,47.0,0.1,3faf8eb316bbd2bcf1e86abc44721d0b83416e5e,2019-07-16 07:01:53,2019-07-16 07:01:53
635,2.09,1.2,1.32,0.79,875.9,24.5,61.0,0.1,be3dd34ab8634fcf72a9fb500ab5cb25a4d7f24e,2019-07-16 07:01:53,2019-07-16 07:01:53
636,2.3,1.2,1.76,0.65,848.7,37.4,46.0,0.1,1d70d28354bbfc43b7fa4711a5ce799d25c524ce,2019-07-16 07:01:53,2019-07-16 07:01:53
637,2.31,1.2,1.81,0.45,859.0,29.5,64.0,0.1,fd942e7eb6200347bd2181f662beaff218bc0935,2019-07-16 07:01:53,2019-07-16 07:01:53
638,2.05,1.2,1.26,0.44,885.9,32.8,42.0,0.1,136d3ced016ceb478e25bb9d746305352be3cd25,2019-07-16 07:01:53,2019-07-16 07:01:53
639,2.52,1.2,1.54,0.93,870.1,43.0,32.0,0.1,a3967fc5787cffb96b0f81dba41ae5f238823dfe,2019-07-16 07:01:53,2019-07-16 07:01:53
640,2.15,1.2,1.41,0.39,853.1,54.3,49.0,0.1,7885fbe226a31a745c4e577bc0a71c830f5f4118,2019-07-16 07:01:53,2019-07-16 07:01:53
641,2.52,1.2,1.5,0.51,852.9,35.9,47.0,0.1,f10acdba29d4f9cc701ce3b8b94f18c9a1bd503c,2019-07-16 07:01:53,2019-07-16 07:01:53
642,2.07,1.2,1.47,0.69,869.2,54.8,56.0,0.1,088fdb22d83fd0337e8c60661cf3ce4e44e13fd2,2019-07-16 07:01:53,2019-07-16 07:01:53
643,2.46,1.2,1.21,0.67,874.2,26.6,60.0,0.1,5456dd006644ecdf4b9b7dd93c3d42a364f9c80b,2019-07-16 07:01:53,2019-07-16 07:01:53
644,2.21,1.2,1.3,0.61,859.1,28.5,30.0,0.1,094b87011eb5a43eb5ef6870fc6aeca84617e9bf,2019-07-16 07:01:53,2019-07-16 07:01:53
645,2.39,1.2,1.7,0.6,879.0,35.9,68.0,0.1,8265461ed90289d0db641ee4d94dc32b8381849e,2019-07-16 07:01:53,2019-07-16 07:01:53
646,1.97,1.2,1.8,0.77,867.3,64.4,57.0,0.1,1af49872fe8c1ffb6fd98e5b1a776fbdcc5f68ae,2019-07-16 07:01:53,2019-07-16 07:01:53
647,2.3,1.2,1.43,0.69,873.5,34.5,60.0,0.1,a9eb24923a1ef66212aa6bf101385925ec87d4f7,2019-07-16 07:01:53,2019-07-16 07:01:53
648,2.4,1.2,1.23,0.85,870.2,45.4,24.0,0.1,d9c0df2e7cfe49c051dd181d8f34268b0328097f,2019-07-16 07:01:53,2019-07-16 07:01:53
649,2.52,1.2,1.45,0.41,891.1,57.8,73.0,0.1,c1949be8d19bf9290f065b2b05b3f05a1fd0f087,2019-07-16 07:01:53,2019-07-16 07:01:53
650,2.54,1.2,1.52,0.56,852.7,22.1,52.0,0.1,f72000cdfafe88c429c2a6f4c326128eb39a4cd7,2019-07-16 07:01:53,2019-07-16 07:01:53
651,2.63,1.2,1.45,0.97,862.5,23.5,70.0,0.1,c9724f9d64ecfcee83fffae672c3ab61d40fa1e7,2019-07-16 07:01:53,2019-07-16 07:01:53
652,2.29,1.2,1.88,0.33,871.0,17.6,69.0,0.1,6118614d7e4e8852977878b6b6513c2d73e8021c,2019-07-16 07:01:53,2019-07-16 07:01:53
653,2.55,1.2,1.4,0.61,876.8,47.1,42.0,0.1,28e3a0ad0b663e55eb52db24246e4bd131d90d54,2019-07-16 07:01:53,2019-07-16 07:01:53
654,1.98,1.2,1.31,0.94,863.6,16.8,43.0,0.1,ff790b2bec21b377f088b8c221e2586dafdb199f,2019-07-16 07:01:53,2019-07-16 07:01:53
655,2.16,1.2,1.51,0.29,868.6,67.8,33.0,0.1,27e9fb528dacd9ed4e82c0053ac2ff8d54180f10,2019-07-16 07:01:53,2019-07-16 07:01:53
656,2.32,1.2,1.45,0.65,869.9,29.3,41.0,0.1,14bb02f0c91ad46a6ff90f623deea11973845384,2019-07-16 07:01:53,2019-07-16 07:01:53
657,1.82,1.2,1.76,0.77,871.0,44.8,45.0,0.1,c143b582dfde982b8dc31dd41cc5c66dd5a756b5,2019-07-16 07:01:53,2019-07-16 07:01:53
658,2.14,1.2,1.42,0.64,869.0,46.6,53.0,0.1,daa1a0c312cb3c51af9a82e4d935ed7adf152485,2019-07-16 07:01:53,2019-07-16 07:01:53
659,2.54,1.2,1.42,0.52,876.2,44.6,54.0,0.1,7fd48401c528c00c3151565bca9509b7f4c3a687,2019-07-16 07:01:53,2019-07-16 07:01:53
660,2.46,1.2,1.36,0.93,856.6,47.6,57.0,0.1,abab19425ebf0519acdf59d660c585cac2406337,2019-07-16 07:01:53,2019-07-16 07:01:53
661,2.5,1.2,1.75,0.87,876.2,45.5,53.0,0.1,478f9ee9b24fef35baa1e4f6c5f71e7b9bf3284b,2019-07-16 07:01:53,2019-07-16 07:01:53
662,1.97,1.2,1.95,0.93,856.1,34.6,42.0,0.1,40081d1d559a00f1720a6b02ac53e503450d2f47,2019-07-16 07:01:53,2019-07-16 07:01:53
663,2.01,1.2,1.54,0.03,881.7,36.5,65.0,0.1,f56c97c2d0f7dbadd11cb0b6456cccee6b122810,2019-07-16 07:01:53,2019-07-16 07:01:53
664,2.26,1.2,1.7,0.97,860.0,43.1,38.0,0.1,8c6fa3e3535e6d59f4ac56d1a45fc34aa620eff1,2019-07-16 07:01:53,2019-07-16 07:01:53
665,2.43,1.2,1.76,0.55,859.0,44.3,48.0,0.1,d737bde4596d1bf58748c26f261edb3ef53b6d23,2019-07-16 07:01:53,2019-07-16 07:01:53
666,2.28,1.2,1.44,0.7,876.8,38.8,38.0,0.1,d4e8d6f2f631adcdbed998c8c702da31a66e6781,2019-07-16 07:01:53,2019-07-16 07:01:53
667,1.88,1.2,1.54,0.64,847.7,52.1,57.0,0.1,e9c7e35fc8f89d756234f80dc07a3f56251c75d6,2019-07-16 07:01:53,2019-07-16 07:01:53
668,2.12,1.2,1.42,0.82,883.1,27.0,35.0,0.1,e21666c0bbefa935b26db05783e0ca28b2f6f130,2019-07-16 07:01:53,2019-07-16 07:01:53
669,2.4,1.2,1.49,0.47,858.3,35.2,34.0,0.1,579a86dbc4ed550516195a7e82fb35201e7f7297,2019-07-16 07:01:53,2019-07-16 07:01:53
670,2.24,1.2,1.52,0.54,872.9,17.9,66.0,0.1,de76ffe42a49d1bd38172c00a31cfe3e2e4c466b,2019-07-16 07:01:53,2019-07-16 07:01:53
671,2.35,1.2,1.69,0.69,869.8,36.4,26.0,0.1,55e147487ec3012069b7142387def8a6bf1c9443,2019-07-16 07:01:53,2019-07-16 07:01:53
672,2.79,1.2,1.87,0.64,871.3,38.0,35.0,0.1,243720f8369aa757a57b97a1a57d82e1a7d974d2,2019-07-16 07:01:53,2019-07-16 07:01:53
673,2.21,1.2,1.59,0.47,856.7,26.4,50.0,0.1,358788e6b493e95cca0a37e2be9e2afc97587afe,2019-07-16 07:01:53,2019-07-16 07:01:53
674,2.0,1.2,1.61,0.48,871.1,30.5,65.0,0.1,3135eefb97ba6badde636257a53a14f2a680092c,2019-07-16 07:01:53,2019-07-16 07:01:53
675,2.22,1.2,1.83,0.42,880.3,37.3,65.0,0.1,89ce460cc40d17c0f64791e818d2c82ed3f06495,2019-07-16 07:01:53,2019-07-16 07:01:53
676,2.13,1.2,1.98,0.17,879.2,42.2,54.0,0.1,a43632dea306f6971ec83479285bc2cebc03f60f,2019-07-16 07:01:53,2019-07-16 07:01:53
677,2.71,1.2,1.93,0.34,865.3,35.5,46.0,0.1,e085ec7c310066116e65b44650c1a865cc77e162,2019-07-16 07:01:53,2019-07-16 07:01:53
678,2.01,1.2,1.14,0.51,884.4,19.1,58.0,0.1,2ad06e0c978ebe9e334b1df2691a0b81b964ba92,2019-07-16 07:01:53,2019-07-16 07:01:53
679,2.65,1.2,1.68,0.64,883.5,60.3,53.0,0.1,b223ddd0ce26cededb0cc8b26a1cbc3e43d1f28b,2019-07-16 07:01:53,2019-07-16 07:01:53
680,2.45,1.2,1.44,0.28,861.2,19.2,26.0,0.1,17e66a488e0c19a2399fb6b6c04ce8cec1d6302e,2019-07-16 07:01:53,2019-07-16 07:01:53
681,2.03,1.2,1.66,0.65,870.3,17.1,35.0,0.1,bb26f4e4970f968f45cddea7eabefcfec9ffa3c7,2019-07-16 07:01:53,2019-07-16 07:01:53
682,2.22,1.2,1.77,0.14,871.6,38.8,50.0,0.1,c9b4a0562ba2bfbff7face5e1fd1cabf8431ae31,2019-07-16 07:01:53,2019-07-16 07:01:53
683,2.19,1.2,1.8,0.27,871.9,45.2,50.0,0.1,dbc51b59ad53df7a36395308a5e798e2247c66d6,2019-07-16 07:01:53,2019-07-16 07:01:53
684,2.21,1.2,1.45,0.19,880.4,38.9,75.0,0.1,a1bd16b26408ac04e3f8c844ad0c1bd5ef894e3b,2019-07-16 07:01:53,2019-07-16 07:01:53
685,2.24,1.2,1.41,0.14,886.8,42.7,49.0,0.1,104677b0a262123ad1810e8a218b66d77eba5d0e,2019-07-16 07:01:53,2019-07-16 07:01:53
686,1.9,1.2,1.46,0.64,869.1,35.7,31.0,0.1,04b9cd97fdec03e3c0923f21f2c9693e0d58500c,2019-07-16 07:01:53,2019-07-16 07:01:53
687,2.52,1.2,1.23,0.73,857.6,19.3,40.0,0.1,c9c720e43c1533d1e9dc84295200d799cff856e8,2019-07-16 07:01:53,2019-07-16 07:01:53
688,2.64,1.2,1.77,0.28,866.4,38.5,61.0,0.1,692c29eb8b97ecf50aee1cf8232177c9273806b1,2019-07-16 07:01:53,2019-07-16 07:01:53
689,2.51,1.2,1.51,0.23,876.2,49.0,54.0,0.1,24e24d2dc120e62b1b3a365b16547ba5ed654259,2019-07-16 07:01:53,2019-07-16 07:01:53
690,2.69,1.2,1.75,0.34,868.8,21.4,49.0,0.1,0b65f3dfb387543f3b3342165428261290c31d30,2019-07-16 07:01:53,2019-07-16 07:01:53
691,2.12,1.2,1.79,0.48,865.9,44.0,48.0,0.1,b273f8b9193c9bb2723e1aa7828d2f6e9d347aa3,2019-07-16 07:01:53,2019-07-16 07:01:53
692,2.5,1.2,1.82,0.54,889.6,44.5,68.0,0.1,96935d4eeb3710341080c6e31786a15ef4d5354b,2019-07-16 07:01:53,2019-07-16 07:01:53
693,2.12,1.2,1.81,0.23,842.1,43.7,67.0,0.1,e08b9250347cda054c2359c008fb3498c04bb9a1,2019-07-16 07:01:53,2019-07-16 07:01:53
694,2.42,1.2,1.6,0.26,873.6,20.3,40.0,0.1,336ed9eae7439aee92eb2f74b49fbaf1339e11ca,2019-07-16 07:01:53,2019-07-16 07:01:53
